INCID,OGDINCID,CALLFROM,CALLDATE,FAILDATE,EASTING,NORTHING,LOCATION,SLOPENUM,FEATTYPE,SCALE,FACAFF,CONSEC,CONSEC - DEATHNO,CONSEC - INJURYNO,CONSEC - EVACUATED,CONSEC - ROADCLOSED
MW92/4/6,-,DO,10/04/1992,09/04/1992,815980,828762,"105 Tseng Tau Chung Tsuen, Tuen Mun ",-,Fill Slope,3,Pedestrian pavement,-,-,-,-,-
MW92/4/5,-,Public,11/04/1992,10/04/1992,835300,821285,"Behind Shek Kip Mei Polyclinic, Shek Kip Mei Village ",-,Natural Hillside,10,Open space,-,-,-,-,-
MW92/4/4,-,HyD,11/04/1992,10/04/1992,817645,813660,"South Lantau Road near Lai Chi Yuen, Lautau Island",10SW-C/C12,Soil Cut,30,Road,1 lane of road blocked,-,-,-,1
MW92/4/2,-,Police,06/04/1992,06/04/1992,822820,824785,"Betwenn Houses 12 and 17, Tsing Lung Tau Village, Tsing Lung Tau",6SE-C/C119,Soil Cut,10,Building lot,1 hut temporarily evacuated,-,-,-,-
MW92/4/10,-,HD,14/04/1992,11/04/1992,825305,833515,"Near Hut KTL/1170, Kiu Tau Tsuen, Kam Tin, Yuen Long",-,Soil Cut,10,Squatters; Footpath,1 hut permanently evacuated ,-,-,-,-
MW92/4/1,-,HyD,06/04/1992,05/04/1992,830235,824400,"Wing Kei Road, near lamp post U74167, Tsuen Wan ",7SW-C/C213,Soil Cut,2,Pedestrian pavement,-,-,-,-,-
MW92/3/4,-,DO,04/03/1992,03/03/1992,832990,807665,"Lot 482 in DD7, Mo Tat Wan, South Lamma Island ",-,Soil/Rock Cut,<1,Building lot,-,-,-,-,-
MW92/3/3,-,TDD,05/03/1992,05/03/1992,828270,823610,"Yim Tin Kok, Tsing Yi",-,Natural Hillside,1,Footpath,-,-,-,-,-
MW92/3/2,-,ArchSD,27/02/1992,14/02/1992,832643,822192,"Ward D, Lai Chi Kok Hospital",11NW-A/C24,Soil/Rock Cut,1,Service lane,-,-,-,-,-
MW92/3/1,-,BOO,04/03/1992,03/03/1992,832545,822570,"Squatter Hut RK/19D/68, Kau Wah Keng Sheung Tsuen",-,Soil Cut,<1,Open space,-,-,-,-,-
MW92/2/1,-,Police,19/02/1992,19/02/1992,829680,826585,"58 Pak Tin Pa San Tsuen, Tsuen Wan ",6SE-D/FR33,Natural Hillside,5,Squatters,14 huts permanently evacuated; 1 hut temporarily evacuated,-,-,-,-
MW92/1/1,-,HyD,21/01/1992,21/01/1992,812975,810870,"South Lantau Road, near Cheung Fu Street, Cheung Sha, Lantau",13NE-B/C3,Soil Cut,1000,Road,2 lanes of road blocked,-,-,-,2
HK91/12/1,-,HyD,09/12/1991,-,840493,811604,Tai Tam Reservoir Road,-,Soil Cut,6,Country Park,-,-,-,-,-
HK91/10/9,-,GEO,19/10/1991,16/10/1991,837405,814465,"27-31 Blue Pool Road, Happy Valley",-,Natural Hillside,20,Open space,-,-,-,-,-
HK91/10/8,-,Public,19/10/1991,16/10/1991,835337,815100,"48 Kennedy Road, Central",-,Rock Cut,0.08,Private access,-,-,-,-,-
HK91/10/7,-,ArchSD,17/10/1991,16/10/1991,838041,816153,"Building Contractors Association School, Tin Hau Temple Road, North Point",-,Rock Cut,0.75,Building lot,-,-,-,-,-
HK91/10/5,-,HyD,17/10/1991,-,842086,814739,Chai Wan Road. Shau Kei Wan,11SE-D/C4,Soil Cut,10,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
HK91/10/4,-,HyD,16/10/1991,16/10/1991,830584,814857,"52-54 Mt Davis Road, Pok Fu Lam",11SW-C/C205,Soil Cut,5,Road,Half lane of road blocked,-,-,-,1
HK91/10/3,-,Police,16/10/1991,-,838041,815892,"Yee King Road, North Point",-,Rock Cut,1.8,Pedestrian pavement,-,-,-,-,-
HK91/10/2,-,Police,16/10/1991,-,841530,813703,Tai Tam Road near catpitch TT90,-,Soil/Rock Cut,0.1,Walkway,Road partly blocked,-,-,-,-
HK91/10/14,-,BOO,25/10/1991,-,838988,816727,"Behind 60 Kai Yuen Street, North Point",-,Rock Cut,1,Lane,Back lane blocked,-,-,-,-
HK91/10/13,-,WSD,30/10/1991,30/10/1991,836114,815047,"J/O Kennedy Road and Queen's Road East, Wan Chai ",-,Rock Cut,5,Pedestrian pavement; Road ,One lane of road blocked; Pedestrian pavement closed,-,-,-,1
HK91/10/12,-,HyD,29/10/1991,28/10/1991,838220,816189,"38 Cloud View Road, North Point",-,Natural Hillside,26,Pedestrian pavement,-,-,-,-,-
HK91/10/11,-,HyD,22/10/1991,16/10/1991,834160,812072,"116 Aberdeen Main Road, Aberdeen",-,Soil/Rock Cut,Minor,Private access,-,-,-,-,-
HK91/10/10,-,AFD,19/10/1991,18/10/1991,839684,815421,"Mt. Parker Road, Quarry Bay",-,Soil Cut,1.5,Country Park,-,-,-,-,-
HK91/10/1,-,Police,16/10/1991,-,835482,814615,26 Peak Road,-,Soil/Rock Cut,Minor,Walkway,Walkway partly blocked,-,-,-,-
HK91/9/4,-,HyD,20/09/1991,-,837740,814604,"Tai Hang Road near Perkins Road, So Kon Po",11SE-C/C87,Soil Cut,0.5,Road,-,-,-,-,-
HK91/9/3,-,Public,17/09/1991,-,837217,814620,"25-27 Ventris Road, Happy Valley",-,Soil Cut,1,Building lot; Private access,-,-,-,-,-
HK91/9/2,-,WSD,02/09/1991,-,837472,814502,"38 Broadwood Road, Happy Valley ",-,Fill Slope,1,Open space,-,-,-,-,-
HK91/9/1,-,HyD,01/09/1991,01/09/1991,836950,814230,"19 Village Terrace, Village Road, Happy Valley ",-,Rock Cut,7,Private access; Open space,-,-,-,-,-
HK91/8/7,-,Education Dept.,19/08/1991,-,841695,815135,"Slope ahove Salesian School, Chai Wan Road, Shau Kei Wan (11SE-B/C 99)",-,Natural Hillside,0.05,Open space,-,-,-,-,-
HK91/8/6,-,HyD,17/08/1991,17/08/1991,838715,810667,Southeast of 129 Repulse Bay Road,15NE-A/C110,Rock Cut,3,Road,One lane of road blocked,-,-,-,1
HK91/8/5,-,Police,16/08/1991,15/08/1991,839873,808940,"10 Stantey Market Road, Stanley",-,Soil Cut,20,Building lot,-,-,-,-,-
HK91/8/4,-,HyD,16/08/1991,16/08/1991,837708,811655,45 Repulse Bay Road,15NE-A/C22,Rock Cut,1.5,Road,1/4 lane of road blocked,-,-,-,1
HK91/8/3,-,HyD,16/08/1991,16/08/1991,837987,812891,South of 5 Repulse Bay Road,-,Natural Hillside,40,Building lot; Access,One lane of road closed,-,-,-,1
HK91/8/2,-,Police,16/08/1991,15/08/1991,837327,814493,"19 Blue Pool Road, Happy Valley",-,Soil Cut,0.5,Building lot,-,-,-,-,-
HK91/7/3,-,BOO,24/07/1991,24/07/1991,838595,816655,"9-31 Peacock Road Carpark, North Point, at the rear of Ming Yuen Mansion",-,Rock Cut,3,Carpark,One taxi damaged,-,-,-,-
HK91/7/2,-,Public,17/07/1991,-,843467,810140,"4, 7, &19 Shek O Road, Shek O",-,Fill Slope,20,Access,-,-,-,-,-
HK91/7/1,-,HyD,03/07/1991,-,841507,813697,"Tai Tam Road, Chai Wan (between catchpit TT87 & TT88)",11SE-D/C133,Soil Cut,0.05,Road,Partial blockage of the road side gully,-,-,-,-
HK91/6/9,-,HyD,20/06/1991,19/06/1991,837350,811429,"Opposite 34 Island Road, Repulse Bay.",-,Soil/Rock Cut,1,Road,-,-,-,-,-
HK91/6/8,-,HyD,10/06/1991,09/06/1991,834445,814495,"12 Severn Road, Mount Gough.",11SW-D/C501,Rock Cut,0.1,Building lot,-,-,-,-,-
HK91/6/7,-,DO,11/06/1991,08/06/1991,831385,814170,"86 Telegraph Bay, Pok Fu Lam ",-,Natural Hillside,3,Squatters,Three squatter huts permanently evacuated,-,-,-,-
HK91/6/6,-,HyD,12/06/1991,09/06/1991,838739,808596,"Chung Hom Kok Road, Chung Hom Kok",-,Rock Cut,1,Road,One lane of road blocked,-,-,-,1
HK91/6/5,-,Public,10/06/1991,08/06/1991,830326,815717,"272 Kung Man Village, Mt Davis",-,Soil Cut,Minor,Squatters,-,-,-,-,-
HK91/6/4,-,DO,10/06/1991,08/06/1991,831425,814120,"54 Kong Sin Wan Village, Telegraph Bay",-,Soil Cut,1,Squatters,-,-,-,-,-
HK91/6/3,-,HyD,10/06/1991,09/06/1991,832932,814755,"Harlech Road, Victoria Gap",-,Rock Cut,1.5,Road,One lane of road blocked,-,-,-,1
HK91/6/2,-,DO,10/06/1991,-,838120,816135,"22 Cloud View Road Islamic School, North Point",-,Natural Hillside,0.25,Building lot,-,-,-,-,-
HK91/6/11,-,HyD,27/06/1991,-,837716,813921,"Tai Hang Road, Jardine's Lookout, near 7H10",11SE-C/C54,Soil Cut,0.5,Road,One lane of road closed for repairs,-,-,-,1
HK91/6/1,-,Public,10/06/1991,-,834480,815108,"64 MacDonnell Road, Central, above R.Wall No. 11SW-B/R348",-,Fill Slope,0.1,Building lot,-,-,-,-,-
HK91/5/1,-,FSD,01/05/1991,01/05/1991,840650,815972,Sai Wan Ho Ambulance Depot,-,Rock Cut,0.03,Open space,-,-,-,-,-
HK91/3/2,-,HyD,27/03/1991,27/03/1991,839940,809551,Stanley Gap Road near Stanley Village Road/Tai Tam Road Junction ,-,Fill Slope,150,Road; Playground of a residential building,Two lanes of road blocked,-,-,-,2
HK91/3/1,-,DO,14/03/1991,-,831639,814118,"Tai Wan Sun Tsuen, Potfulam Road, Pok Fu Lam",-,Natural Hillside,Minor,Squatter,One hut permanently evacuated,-,-,-,-
HK91/2/2,-,FSD,28/02/1991,28/02/1991,841010,815600,Shau Kei Wan East Housing Development Site. Disused querry face overlooking Hoi Ching Street,-,Rock Cut,150,Construction site affected,Temporary evacuation of pm school; One person injured,-,1,-,-
HK91/2/1,-,WSD,09/02/1991,09/02/1991,834450,814400,"J/O Peak Road and Guildford Road, Magazine Gap.",-,Soil Cut,4,Highway bridge,-,-,-,-,-
HK91/1/1,-,HyD,02/01/1991,-,837186,814883,"Underneath elevated road deck outside No. 8 Broadwood Road, Happy Valley",-,Soil/Rock Cut,0.5,Access,-,-,-,-,-
K91/10/3,-,DO,29/10/1991,28/10/1991,840503,820106,"On Shiu Road, Fok Kin Association Primary School",11NE-C/C28,Rock Cut,Minor,School playground,-,-,-,-,-
K91/10/2,-,FSD,21/10/1991,18/10/1991,842644,816812,"Lei Yue Mun Village, (Hut No. RKT/12/C/503)",-,Rock Cut,2,Squatter,One hut permanently evacuated,-,-,-,-
K91/10/1,-,DO,15/10/1991,15/10/1991,839035,823646,"Tung Yeung Village, Tsz Wan Shan, (Hut No. RKT/5/N/443)",-,Soil Cut,2,Squatter; Footpath,One hut permanently evacuated,-,-,-,-
K91/9/1,-,DO,05/09/1991,26/08/1991,842022,819036,"Behind Lam Tin Polyclinic, Kai Tin Road, Lam Tin (Hut No. RKT/2D/D/61) ",-,Soil Cut,Minor,Squatter,One hut temporarily evacuated,-,-,-,-
K91/7/2,-,HyD,24/07/1991,24/07/1991,842013,820368,"Tai Shing Village, Sau Mau Ping",-,Soil Cut,Minor,Squatter,Two huts permanently evacuated,-,-,-,-
K91/7/1,-,Public,01/07/1991,-,841694,817897,"Sze Shan Public School, Cha Kwo Ling, Kwun Tong",-,Soil Cut,0.3,Open space,-,-,-,-,-
K91/6/5,-,BOO,12/06/1991,12/06/1991,835800,818720,"Mau Lam Street, Jordan",-,Others,200,Road; Building lot,Road closed. Closure orders on two buildings,-,-,-,-
K91/6/4,-,Police,26/06/1991,26/06/1991,839593,821828,Slope behind hut No. RKT/3AB/509 Ngau Chi Wan Village,-,Soil Cut,Minor,Squatter,One hut temporarily evacuated ,-,-,-,-
K91/6/3,-,DO,17/06/1991,17/06/1991,841127,820132,"Hong Ning Road, Kwun Tong (Hut No. RKT/2/D/164A)",-,Others,Minor,Squatter,One hut temporarily evacuated,-,-,-,-
K91/6/2,-,GEO,10/06/1991,-,838275,823560,"Heung Yeung Village, Tsz Wan Shan (Hut No. RKT/5B/257)",-,Soil Cut,5,Squatter,One hut permanently evacuated,-,-,-,-
K91/6/1,-,DO,10/06/1991,08/06/1991,843055,817550,"Ling Nam San Tsuen, Ko Chiu Road, Kwun Tong (Hut No. RKT/12A/W/243) ",-,Soil Cut,2,Squatter,Two huts permanently evacuated,-,-,-,-
K91/4/1,-,Police,10/04/1991,10/04/1991,842635,816595,"No. 49F, Ma Wan Village, Lei Yue Mun",-,Retaining Wall,3,Squatter,One hut temporarily evacuated,-,-,-,-
K91/3/3,-,DO,27/03/1991,24/03/1991,838260,823580,"Heung Yeung Village, Tsz Wan Shan (Hut No. RKT/5B/139)",-,Soil Cut,0.25,Pedestrian pavement; Open space,-,-,-,-,-
K91/3/2,-,HyD,18/03/1991,18/03/1991,842230,819950,"On Lok Village, Sau Mau Ping (Huts No. XKE/9/B/8/1163-67 & 1101-05)",-,Fill Slope,2,Squatter,Ten huts permanently evacuated,-,-,-,-
K91/3/1,-,HyD,26/02/1991,25/02/1991,842225,819950,"On Lok Village, Sau Mau Ping (Hut No. XKE/9/B/8/1150-53) ",-,Fill Slope,4,Squatter,Four huts permanently evacuated,-,-,-,-
ME91/10/2,-,HyD,17/10/1991,15/10/1991,837165,833345,"Tai Po Kau, KCRC (Slope No. 9.16KCRC)",-,Soil/Rock Cut,8,Open area adjacent railway lines,-,-,-,-,-
ME91/10/1,-,Public,04/10/1991,-,847115,828500,"Near 'Kin Garden', New Long Keng Village, Sai Kung ",-,Natural Hillside,0.05,Private access,-,-,-,-,-
ME91/9/1,-,BOO,16/09/1991,15/09/1991,848140,818590,"Slope in front of lot 161 in DO235, Sheung Sze Wan, Sai Kung",-,Soil Cut,30,Access road,-,-,-,-,-
ME91/7/2,-,DO,31/07/1991,31/07/1991,845870,827180,"Slope adjacent to footpath outside house No. 3, Kap Pin Long, Sai Kung",-,Soil Cut,4,Footpath,-,-,-,-,-
ME91/7/1,-,BOO,23/07/1991,23/07/1991,837780,827860,"Retaining Wall beside No. 143, Ha Wo Che Village, Shatin",-,Retaining Wall,20,Open area; Building lot ,Parts of two houses temporarily evacuated,-,-,-,-
ME91/6/1,-,HyD,14/06/1991,12/06/1991,842220,840635,"Bride's Pool Road, North District, H.T.",3SE-B/C6,Soil/Rock Cut,70,Rural road,-,-,-,-,-
ME91/3/1,-,DO,17/10/1991,-,845810,845780,"Slope behind the school in Ap Chau, Crooked Harbour",-,Soil Cut,10,Church; School buildings,-,-,-,-,-
ME91/1/1,-,DO,28/12/1991,-,834950,825020,"No. 21 Luk Hop Village, 6.5 mile, Tai Po Road (Beside hut No. RTPF/21)",-,Retaining Wall,0.5,Squatter,One hut temporarity evacuated,-,-,-,-
MW91/10/4,-,CSD,16/10/1991,15/10/1991,832826,822152,"Lai Chi Kok Reception Certre, Butterfly Valley Road, Butterfly Valley",-,Natural Hillside,2,Footpath,Fence damaged,-,-,-,-
MW91/10/3,-,DO,15/10/1991,15/10/1991,837080,826060,"House No. 1A Lei Uk Tsuen, Shatin (Hut Nos. RSTT/94 & 95)",-,Retaining Wall,3,Squatter,Two huts temporarily evacuated,-,-,-,-
MW91/10/2,-,DO,07/10/1991,15/08/1991,836915,826070,"Near Che Kung Tempie, Shatin",-,Soil Cut,Minor,Footpath,Footpath partly blocked,-,-,-,-
MW91/10/1,-,DLO,02/10/1991,-,829790,809890,"No. 26 Yung Shue Long New Village, Lamma Island ",-,Retaining Wall,3,Footpath,Footpath closed,-,-,-,-
MW91/9/1,-,DO,19/09/1991,-,831080,823660,"Public park adjacent to Lai King Catholic School, Kwai Chung ",-,Fill Slope,2.5,Public park,-,-,-,-,-
MW91/8/3,-,HyD,15/08/1991,15/08/1991,831760,823775,"MS6, Castle Peak Road",-,Soil/Rock Cut,30,Road,2 lanes blocked,-,-,-,2
MW91/8/1,-,Public,10/08/1991,-,837095,825315,"10 Nam Kau Road, Kak Tin Village, Shatin",-,Natural Hillside,0.5,Building lot,-,-,-,-,-
MW91/7/4,-,DO,25/07/1991,-,832730,825425,"Footpath east of Shek Li Street playground, Kwai Chung ",-,Soil Cut,2,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
MW91/7/2,-,HD,25/07/1991,08/06/1991,837100,825970,"Sha Tin Tau, Shatin (Hut No. RSTT/162 No. 8A, Area 2)",-,Soil Cut,0.5,Squatter,Part of one hut permanently evacuated ,-,-,-,-
MW91/7/1,-,HyD,24/07/1991,24/07/1991,837070,825940,"Sha Tin Tau, Shatin (Hut No. XRSTT/11 No. 18, Area 2)",-,Soil Cut,2,Squatter,-,-,-,-,-
MW91/6/9,-,HyD,21/06/1991,-,814820,828000,"No. 290 Mo Lo Shan, Tsing Shan Tsuen, Tuen Mun ",-,Fill Slope,6,Open space,-,-,-,-,-
MW91/6/8,-,HyD,26/06/1991,24/06/1991,832850,822280,"No. 28-30 Butterfty Valley Cottages, Butterfly Valley ",-,Fill Slope,0.1,Building lot,-,-,-,-,-
MW91/6/7,-,HyD,21/06/1991,21/06/1991,830700,826570,"Lot 392 in DD453, Fu Yung Shen San Tsuen, Tsuen Wan",-,Soil Cut,20,Building lot,Three houses temporarily evacuated ,-,-,-,-
MW91/6/6,-,HyD,13/06/1991,08/06/1991,829675,809900,"No. 14 Yung Shue Long, New Village, Lamma Island ",-,Soil Cut,2,Building lot,-,-,-,-,-
MW91/6/5,-,BOO,09/06/1991,09/06/1991,832900,825650,"Kam Shan Vllage, Kwai Chung",-,Soil Cut,Minor,Building lot,-,-,-,-,-
MW91/6/4,-,BOO,10/06/1991,10/06/1991,821465,824245,"Boulder adjoining No. 16 Ka Loon Tsuen, M.S.14.5 Castle Peak Road ",-,Natural Hillside,<1.0,Building lot,Two houses temporarily evacuated,-,-,-,-
MW91/6/3,-,BOO,10/06/1991,10/06/1991,821460,824245,"No. 16, Ka Loon Tsuen, M.S.14.5 Castle Peak Road",-,Retaining Wall,8,Squatter; Public footpath ,Public footpath blocked; one house temporarily evacuated ,-,-,-,-
MW91/6/2,-,HyD,10/06/1991,08/06/1991,822098,816344,"2A-3A Yau Kwong Street, Peng Chau",10SW-B/C15,Soil Cut,Minor,Backlane,-,-,-,-,-
MW91/6/11,-,DO,26/06/1991,20/06/1991,829890,810035,"84A Tai Peng New Village, Lamma Island",-,Soil/Rock Cut,3,Backlane,Backlane blocked,-,-,-,-
MW91/6/10,-,DLO,26/06/1991,20/06/1991,829535,809920,"72 Po Wah Yuen, Lamma Island",-,Soil Cut,3,Backlane,Backlane partly blocked,-,-,-,-
MW91/6/1,-,Police,10/06/1991,09/06/1991,809717,829606,"31 A Yung Shue Wan Main Street, Lamma Island",-,Natural Hillside,7.5,Building lot,-,-,-,-,-
MW91/1/1,-,HyD,18/01/1991,18/01/1991,831770,823850,"M.S.6 Castle Peak Road, Kwai Chung",11NW-A/C36,Rock Cut,2,Road,One lane of road partially blocked and closed ,-,-,-,1
HK90/11/1,-,Police,30/11/1990,30/11/1990,839833,808952,"Slope adjacent to SKH Stanley Village Primary School and below Carmel Road, Stanly",-,Soil Cut,0.2,Building Lot,Playground fenced off,-,-,-,-
HK90/10/1,-,BOO,25/10/1990,24/10/1990,837064,815600,Nos. 40-42 Yun Ping Road & Nos. 17-19 Jardine's Crescent,-,Retaining Wall,5.5,Building lot; Construction Site; Road,2 buildings temporarily evacuated; 1 lane closed,-,-,-,1
HK90/9/4,-,Public,20/09/1990,20/09/1990,833592,814687,Findlay Path,-,Soil Cut,0.1,Electric cable,-,-,-,-,-
HK90/9/3,-,HyD,20/09/1990,19/09/1990,837895,812526,East of No. 12 Repulse Bay Road,-,Soil Cut,3,Road,Lane of road blocked,-,-,-,1
HK90/9/2,-,DO,13/09/1990,11/09/1990,837670,815275,Eastern Hospital Road (behind Buddist Wong Fung Ling College),-,Soil Cut,<1.0,Squatters,-,-,-,-,-
HK90/9/1,-,HyD,12/09/1990,11/09/1990,832225,813705,Pokfulam Village,-,Soil Cut,3,Squatters; Footpath,4 huts permanently evacuated,-,-,-,-
HK90/8/1,-,WSD,08/08/1990,03/08/1990,831755,815995,Behind abandoned filter beds and above Pokfulam Road,11SW-A/C151,Soil Cut,1,Footpath,Footpath blocked,-,-,-,-
HK90/7/1,-,HyD,23/07/1990,23/07/1990,837728,812458,South of No. 12 Repulse Bay Road (opp. Slope 11SE-C/C7),-,Fill Slope,150,Road,Lane of road & footpath blocked,-,-,-,1
HK90/6/6,-,BOO,23/06/1990,23/06/1990,837918,815442,Nos. 1-11 Illumination Terrace,-,Retaining Wall,Minor,Building Lot; Construction Site,-,-,-,-,-
HK90/6/5,-,HyD,19/06/1990,17/06/1990,837662,814023,Tai Hang Road near Mt. Butler Road (below Nos. 6-8),-,Natural Hillside,<2.0,Road,-,-,-,-,-
HK90/6/4,-,HyD,19/06/1990,19/06/1990,836265,812628,"Hut No. RH/18D/13 Wong Chuk Hang Path, Aberdeen",-,Soil Cut,0.3,Squatters,-,-,-,-,-
HK90/6/3,-,BOO,13/06/1990,-,837500,815471,No. 3 Eastern Hospital Road St. Mary's Church College,-,Retaining Wall,<1.0,Building Lot,Backyard affected,-,-,-,-
HK90/4/3,-,BOO,26/04/1990,26/04/1990,836653,815408,Bowrington Road,-,Others,360,Road; Construction Site,2 lanes of road blocked,-,-,-,2
HK90/4/2,-,HyD,09/04/1990,-,836404,814791,"Stubbs Road, below No. 6 Shui Fai Terrace",-,Natural Hillside,10,Footpath,Shoulder of road slightly affected,-,-,-,-
HK90/4/1,-,BOO,10/04/1990,10/04/1990,834203,815237,No. 17 MacDonnell Road (Brick wall at eastern boundary),-,Retaining Wall,3,Building Lot,Private backyard blocked,-,-,-,-
HK90/3/2,-,HyD,19/03/1990,19/03/1990,833228,812377,J/O Tin Wan Shan Road/Shek Pai Wan Road,-,Soil Cut,0.3,Pedestrian Pavement,Pedestrian pavement blocked,-,-,-,-
HK90/3/1,-,HyD,19/03/1990,-,842327,813670,"Behind Nos. 4-12, Lin Shing Road, Chai Wan.",-,Soil Cut,Minor,Lane,-,-,-,-,-
HK90/2/3,-,HyD,26/02/1990,26/02/1990,837680,814460,J/O Tai Hang Road/Broadwood Road,-,Soil/Rock Cut,0.5,Road,-,-,-,-,-
HK90/2/2,-,HyD,23/02/1990,23/02/1990,838395,816082,"Ngar Choi Hang Village, at the J/O Cloud View Road/Yee King Road, North Point",-,Soil Cut,5.5,Squatters; Construction Site,1 hut temporarily evaucated,-,-,-,-
HK90/2/1,-,HyD,06/02/1990,-,842600,811520,Shek O Road near sand trap No. 41,-,Rock Cut,0.5,Road,-,-,-,-,-
K90/11/1,-,DO,06/11/1990,05/11/1990,843125,817670,"Nam Ling Upper Village Hut Nos. XKE/12A/N/G3/376 & 377, Ko Chiu Road",-,Others,Minor,Squatters,2 huts permanently evacuated,-,-,-,-
K90/9/4,-,HyD,20/09/1990,19/09/1990,841835,820832,"Sau On Village, Sau Mau Ping, Hut Nos. XKE/3E/G7/410 & 411",-,Natural Hillside,0.5,Squatters,2 huts permanently evacuated,-,-,-,-
K90/9/3,-,HyD,17/09/1990,16/09/1990,842010,820480,"Tai Shing Village, Sau Mau Ping, Hut Nos. XKE/9/C/G7/308A & 309",-,Others,Minor,Squatters,2 huts permanently evacuated,-,-,-,-
K90/9/2,-,Police,11/09/1990,11/09/1990,838280,823523,"Heung Yeung Village, Hut No. RKT/5/B 182, Heung Yueng 3rd Path, Tse Wan Shan",-,Soil Cut,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
K90/9/1,-,DO,12/09/1990,11/09/1990,842935,817435,"Nam Ling Upper Village, Hut No. XKE/12A/N/G3/185, 186 & 187, Ko Chiu Road",-,Others,3,Squatters,3 huts permanently evacuated,-,-,-,-
K90/8/1,-,HyD,02/08/1990,02/08/1990,841630,818260,"On Lok Village, Sau Mau Ping (Hut No. XKE/9/B/8/1161)",-,Fill Slope,3,Squatters; Footpath,1 hut permanently evacuated; Footpath blocked,-,-,-,-
K90/7/3,-,DLO,09/07/1990,30/06/1990,841558,821428,"Wo Ping Tsuen, Anderson Road (Hut No. RKT/9E/75)",-,Natural Hillside,30,Squatters,1 hut permanently evacuated,-,-,-,-
K90/7/2,-,DO,04/07/1990,30/06/1990,842966,817379,"Ling Nam New Upper Village, Hut No. RKT/12A/N/89",-,Others,2,Squatters,1 hut permanently evacuated,-,-,-,-
K90/7/1,-,Police,03/07/1990,02/07/1990,838160,823550,"Heung Yeung Village, Hut No. XKC/5N/2/65-73",-,Others,0.3,Squatters,1 hut permanently evacuated,-,-,-,-
K90/6/9,-,WorksBureau,20/06/1990,20/06/1990,839590,823240,"Nam Shan Mei Village, Hut Nos. USD/NSM/46, 47, 55, 56, 57, North of Diamond Hill Cementery",-,Soil Cut,6,Squatters,5 huts permanently evacuated,-,-,-,-
K90/6/8,-,DO,08/06/1990,-,842800,817315,"Ling Nam Lower Village, Lei Yue Mun, Hut Nos. RKT/12/B/39 and 40",-,Natural Hillside,2,Squatters,-,-,-,-,-
K90/6/7,-,Public,12/06/1990,12/06/1990,840585,820355,"Chun Wah Road, (Road side slope at Lok Wah North Estate), Ngau Tau Kok",-,Fill Slope,Minor,Road,-,-,-,-,-
K90/6/6,-,DO,12/06/1990,12/06/1990,838235,823520,"Heung Yeung Village, Tsz Wan Shan (Hut No. RKT/5B/132)",-,Soil Cut,Minor,Squatters,-,-,-,-,-
K90/6/5,-,DO,11/06/1990,09/06/1990,842815,816680,"Che Tang Village, Lei Yue Mun Squatter (Hut Nos. RKT/12E/220 & 222)",-,Soil Cut,3,Squatters,1 hut permanently evacuated,-,-,-,-
K90/6/4,-,DO,06/06/1990,06/06/1990,839415,822585,Diamond Hill New Village (Hut No. RKT/4B/E/126) off Po Kong Village Road,-,Others,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
K90/6/3,-,DO,05/06/1990,-,839430,822565,Diamond Hili New Village (Hut Nos. XKC/4B-E/5/48 & 49),-,Retaining Wall,-,Squatters,-,-,-,-,-
K90/6/12,-,HyD,02/07/1990,30/06/1990,842135,820155,"On Lok Village, Sau Mau Ping, Hut No. XKE/9/B/6/1292",-,Soil Cut,3,Squatters,-,-,-,-,-
K90/6/11,-,HyD,02/07/1990,30/06/1990,842225,820060,"On Lok Village, Sau Mau Ping, Hut No. XKE/9/B/8/466",-,Fill Slope,10,Squatters; Footpath,Footpath partially blocked,-,-,-,-
K90/6/10,-,Police,30/06/1990,30/06/1990,833510,822465,Ching Cheung Road opposite Caritas Medical Centre,-,Soil Cut,1,Half lane of road blocked,-,-,-,-,-
K90/6/1,-,DO,04/06/1990,02/06/1990,841548,818205,"Fan Wah Squatter Area behind (Hut Not. RKT/1A/C1-7, B308, B309)",-,Soil/Rock Cut,1.5,Squatters,9 huts permanently evacuated; 3 huts temporarily evacuated,-,-,-,-
K90/5/2,-,DO,15/05/1990,15/05/1990,841750,820900,"Sau On Village (Hut Nos. XKE/3E/G7/973, 974, 977 & 978)",-,Fill Slope,15,Squatters,4 huts permanently evacuated,-,-,-,-
K90/4/2,-,HyD,12/04/1990,12/04/1990,841532,818234,Cha Kwo Ling Village behind Fan Wah Street,-,Rock Cut,10,Squatters,-,-,-,-,-
K90/4/1,-,BOO,12/04/1990,11/04/1990,839675,822105,Ngau Chi Wan East Village (Hut No. XKC/3AB/G1/470-471),-,Natural Hillside,0.3,Squatters,6 huts permanently evacuated,-,-,-,-
K90/3/3,-,DO,28/03/1990,-,839398,822595,Diamond Hill Now Village (Hut No. XK6/4BE/5/35),-,Soil Cut,1,Squatters,-,-,-,-,-
K90/3/2,-,HyD,17/03/1990,-,837250,822875,Road side slope at Chuk Yuen Road opp. to Tin Ma Court,-,Soil Cut,3.5,Open area,-,-,-,-,-
