date,tavg,tmin,tmax,prcp,wdir,wspd,pres,Station
3/8/2023,30.3,26.4,32.7,0,130,9.9,1002.5,Shenzhen
4/8/2023,29.8,27,32,0.6,216,14.9,1004.1,Shenzhen
5/8/2023,29.8,25.7,32,0.5,221,15.5,1004.3,Shenzhen
6/8/2023,29.9,27.8,32,6.9,217,14,1002.1,Shenzhen
7/8/2023,30,26.4,32.7,5.8,221,14.3,1001.3,Shenzhen
8/8/2023,29.8,28,31,0.3,210,11.1,1003.1,Shenzhen
9/8/2023,29.6,25.8,32.4,0,208,12.6,1004.6,Shenzhen
10/8/2023,28.7,25,33,6.8,241,8.4,1004.3,Shenzhen
11/8/2023,27.6,25,30.5,26.7,233,9.9,1003.2,Shenzhen
12/8/2023,28.3,25.1,31,15.1,206,12.5,1002.9,Shenzhen
13/8/2023,28.6,26,30.5,3.6,203,13.3,1003.1,Shenzhen
14/8/2023,29.6,27.4,31.1,5.3,205,12.7,1004.4,Shenzhen
15/8/2023,29.4,27.9,31,0,192,11.1,1006.1,Shenzhen
16/8/2023,30.3,27.9,32.9,3.8,204,14.5,1006.5,Shenzhen
17/8/2023,29.8,28.1,33.3,0,231,12.1,1004.9,Shenzhen
18/8/2023,29.3,27.9,33,17.4,225,10.4,1003.5,Shenzhen
19/8/2023,28.3,25.5,30.1,1.5,217,10.2,1005.3,Shenzhen
20/8/2023,28.4,27.2,29.3,7.7,170,8.1,1007.2,Shenzhen
21/8/2023,28.9,27.1,30,8.6,127,9.9,1007.4,Shenzhen
22/8/2023,29.8,27.4,32.4,0,164,12.3,1005.6,Shenzhen
23/8/2023,29.7,27.7,32.2,0,168,12,1004.8,Shenzhen
24/8/2023,28.5,25.8,30,7.1,137,9.6,1006.2,Shenzhen
25/8/2023,29.3,27.1,31.8,0.3,120,9.4,1006.4,Shenzhen
26/8/2023,29.5,27.4,31.3,0,150,9.4,1004.9,Shenzhen
27/8/2023,29.1,27,31,5.5,162,12.5,1002.7,Shenzhen
28/8/2023,29.5,25.5,32.5,2.5,160,9.8,1002.1,Shenzhen
29/8/2023,28.6,26.4,32.5,12.4,30,12.2,1003.3,Shenzhen
30/8/2023,28.6,25.1,31.1,3,357,23.1,1004,Shenzhen
31/8/2023,28.2,25.4,30,0.5,349,21.5,1002.9,Shenzhen
1/9/2023,27.4,24.1,30,31.5,332,33.5,998,Shenzhen
2/9/2023,25.8,24.4,27,126.9,61,37.5,997.2,Shenzhen
3/9/2023,28.3,25.4,30.4,4.1,113,15.4,1001.7,Shenzhen
4/9/2023,30.4,26.7,34.7,0,331,11.7,1002.1,Shenzhen
5/9/2023,29.6,28,34,0,343,12.5,1003.4,Shenzhen
6/9/2023,29.2,25.8,33.2,4.8,106,7.8,1005.3,Shenzhen
7/9/2023,27.4,25.3,29,9.4,122,8.2,1005.8,Shenzhen
8/9/2023,25.3,24,27,58.7,100,17.6,1006.8,Shenzhen
9/9/2023,25.6,24,26,63.2,123,17.6,1007.3,Shenzhen
10/9/2023,25.4,24,27,54.6,126,16.4,1007.4,Shenzhen
11/9/2023,26.2,25.3,28,18.2,106,15.1,1006.5,Shenzhen
12/9/2023,27.4,25.2,29.3,37.1,107,12.7,1006,Shenzhen
13/9/2023,27.7,25.7,30.4,0.3,106,13.1,1006.1,Shenzhen
14/9/2023,26.5,25.3,27.1,11.6,105,8.3,1007.2,Shenzhen
15/9/2023,27.2,24.7,29.7,24.9,69,11.2,1008.9,Shenzhen
16/9/2023,27.4,24,32.3,57.9,70,12.7,1010.6,Shenzhen
17/9/2023,28.2,25.9,30.2,0,93,12.1,1010.5,Shenzhen
18/9/2023,28.8,26.3,31.2,0,114,10,1011.1,Shenzhen
19/9/2023,29.7,26.3,31.1,0,121,9,1011.6,Shenzhen
20/9/2023,28.9,26.7,32,0,137,9.6,1010.7,Shenzhen
21/9/2023,29.7,26.5,32.6,0,193,8.4,1010.2,Shenzhen
22/9/2023,30.1,27.6,32.8,0,132,9.1,1010,Shenzhen
23/9/2023,29.6,26.4,32.9,0,83,13.9,1010.2,Shenzhen
24/9/2023,29.3,26.7,32.3,0,82,16.6,1009.6,Shenzhen
25/9/2023,29.4,27.2,31.8,0,87,19.4,1009.8,Shenzhen
26/9/2023,29.6,27.1,31.2,0,89,18.6,1010.4,Shenzhen
27/9/2023,29.6,27.2,31.4,0,95,16.4,1010.2,Shenzhen
28/9/2023,29.4,27.6,31,10,90,15.4,1011.1,Shenzhen
29/9/2023,29.3,26.8,33.4,0,82,12.5,1011.8,Shenzhen
30/9/2023,29.4,26.4,33.4,0,133,7.7,1010.4,Shenzhen
1/10/2023,29.6,26.8,33.6,0,142,9.2,1009.4,Shenzhen
2/10/2023,29,27.4,31,1.9,109,17.8,1011,Shenzhen
3/10/2023,29.2,26.8,31.3,0,149,9.1,1010.6,Shenzhen
4/10/2023,30.3,26.8,35.2,0,293,8.8,1009.1,Shenzhen
5/10/2023,30,26.6,33.7,0,353,20.1,1007.4,Shenzhen
6/10/2023,27.7,26,31.9,0,10,26.8,1008.2,Shenzhen
7/10/2023,24.3,22.2,27,3.4,345,28.3,1008.8,Shenzhen
8/10/2023,22.8,21.3,24,44.8,349,36.7,1008.9,Shenzhen
9/10/2023,22.5,21.2,24,121,19,29.5,1012.2,Shenzhen
10/10/2023,24.4,21.1,25.9,64.3,8,18.7,1015.4,Shenzhen
11/10/2023,25.1,21.9,28.6,0.3,8,21.7,1016.7,Shenzhen
12/10/2023,26.1,21.8,29.1,0,27,16.9,1017.5,Shenzhen
13/10/2023,26.4,23.8,29.9,0,30,16.1,1015.4,Shenzhen
14/10/2023,26.8,23,29.5,0,8,17.3,1013,Shenzhen
15/10/2023,26.7,23.8,29.1,0,42,13.7,1013,Shenzhen
16/10/2023,26.6,23.9,29.4,0,49,18.6,1014.4,Shenzhen
17/10/2023,26.3,24.6,28.9,0,63,19.6,1015.1,Shenzhen
18/10/2023,24.7,22.6,26,38.6,58,22,1014.7,Shenzhen
19/10/2023,25.5,24.4,26,22.9,92,20.1,1014,Shenzhen
20/10/2023,24.6,22.5,26,4.3,42,18.7,1014.7,Shenzhen
21/10/2023,21.5,19.7,24,1.7,1,29.6,1018.3,Shenzhen
22/10/2023,22.9,18.5,26.4,0,2,21.5,1018.7,Shenzhen
23/10/2023,25.2,21.1,29.1,0,26,15.2,1017.2,Shenzhen
24/10/2023,25.8,23.3,30,0,66,10.3,1016,Shenzhen
25/10/2023,26.3,23.1,28.5,0,105,10.2,1015.2,Shenzhen
26/10/2023,25.9,24,28.8,0,101,12.1,1014.2,Shenzhen
27/10/2023,26.3,23.6,28.3,0,112,9.7,1013.7,Shenzhen
28/10/2023,25.9,24.6,28.4,0,97,14.7,1014.4,Shenzhen
29/10/2023,25.1,23.9,27,1.5,93,17.2,1015.7,Shenzhen
30/10/2023,25.8,23,28.7,0.3,34,12.9,1016.7,Shenzhen
31/10/2023,25.5,22.7,28.6,0,66,14.2,1018.2,Shenzhen
1/11/2023,25.6,22.2,28.9,0,71,12.9,1017.5,Shenzhen
2/11/2023,25.2,23.6,27,0,97,12,1015.1,Shenzhen
3/11/2023,25.7,22.3,27.9,0,101,10.1,1013.4,Shenzhen
4/11/2023,25.9,23.6,28,0,102,11.1,1013.5,Shenzhen
5/11/2023,26.4,24.1,28,0,116,9.5,1014.2,Shenzhen
6/11/2023,27.8,23.7,30.4,0,21,14.9,1015,Shenzhen
7/11/2023,25.6,23.5,28,3.9,38,20.7,1016.1,Shenzhen
8/11/2023,24.9,24,26,0.3,89,20.8,1015.4,Shenzhen
9/11/2023,26,23.9,27.3,0,90,17.3,1014.9,Shenzhen
10/11/2023,26.2,24.6,28,1.1,99,12.7,1015.5,Shenzhen
11/11/2023,25.7,24.3,27,0.7,86,20.5,1017.2,Shenzhen
12/11/2023,23.4,21.2,26.6,1.3,36,22.9,1019.8,Shenzhen
13/11/2023,20.6,18.7,24.1,0,1,27.4,1022.8,Shenzhen
14/11/2023,20.1,16.5,22.5,0,360,24,1022.5,Shenzhen
15/11/2023,22.7,17.5,25.6,0,23,18.2,1021.3,Shenzhen
16/11/2023,20.5,16.3,23,0,351,25.6,1023.6,Shenzhen
17/11/2023,18,14.2,21,0,0,31.3,1024.2,Shenzhen
18/11/2023,19.3,15.2,22.8,0,12,19.5,1022.8,Shenzhen
19/11/2023,19.8,16,24.5,0,28,9,1020.6,Shenzhen
20/11/2023,21.4,16.5,25.4,0,21,7.9,1019.1,Shenzhen
21/11/2023,22.2,17.7,25.3,0,52,12.1,1017.2,Shenzhen
22/11/2023,22.3,18.2,26.5,0,71,10.3,1016,Shenzhen
23/11/2023,23,18.6,26.6,0,49,8,1016.1,Shenzhen
24/11/2023,23.1,20,26.4,0,76,17.5,1019,Shenzhen
25/11/2023,22.2,18.9,25.3,0,74,19,1020.3,Shenzhen
26/11/2023,21.9,19.2,25,0,48,13.5,1019.9,Shenzhen
27/11/2023,23.2,18.3,26.6,0,355,10.2,1017.9,Shenzhen
28/11/2023,22.9,18.9,25.9,0,40,17.3,1018.5,Shenzhen
29/11/2023,22.4,19.8,24,1.4,72,13,1018.2,Shenzhen
30/11/2023,23.2,19.9,27.5,0,45,14.7,1019.5,Shenzhen
1/12/2023,19.8,18.2,22.5,0,2,24.9,1021.2,Shenzhen
2/12/2023,20.1,16.5,22.2,0,19,18.3,1021.6,Shenzhen
3/12/2023,21.4,18.7,24,0,18,13.7,1020,Shenzhen
4/12/2023,21.4,19.4,25.5,0,14,14.6,1017.2,Shenzhen
5/12/2023,21.5,17.5,24.3,0,359,11.8,1015.5,Shenzhen
6/12/2023,20.1,18.5,22.9,0,356,16.2,1017.5,Shenzhen
7/12/2023,20.5,15.9,24.5,0,22,17.3,1017.7,Shenzhen
8/12/2023,21.8,16.6,25.5,0,67,9.6,1016.3,Shenzhen
9/12/2023,22.4,20.7,24,0.7,99,9.7,1014.1,Shenzhen
10/12/2023,23.7,21.5,25.9,0,115,8.4,1013.4,Shenzhen
11/12/2023,23.6,21.8,28.7,0,124,7.4,1014.3,Shenzhen
12/12/2023,24.3,20.9,28.3,0,5,11.6,1015.9,Shenzhen
13/12/2023,22.3,21.4,23,0.4,87,17.2,1018.8,Shenzhen
14/12/2023,23.2,20.2,26.1,0.5,82,8.2,1018.4,Shenzhen
15/12/2023,23.7,22,26.9,0,125,8.8,1015.9,Shenzhen
16/12/2023,14.2,11.8,17.7,2.5,10,29.7,1020.5,Shenzhen
17/12/2023,11.7,9.2,13,0,1,32,1025,Shenzhen
18/12/2023,14.8,10.7,17.5,0,1,20,1022.1,Shenzhen
19/12/2023,12.6,10.8,15.7,0,349,22.9,1021.9,Shenzhen
20/12/2023,12.2,10,15.7,0,355,30.3,1023.5,Shenzhen
21/12/2023,10,7.9,11,0,357,37.2,1027,Shenzhen
22/12/2023,9.7,6.7,20.7,0,1,31,1030.1,Shenzhen
23/12/2023,10.7,8,13.6,0,2,28.6,1029.9,Shenzhen
24/12/2023,12.9,7.4,15.7,0,359,26.2,1028.8,Shenzhen
25/12/2023,13.5,9.7,17.8,0,4,19.2,1026.7,Shenzhen
26/12/2023,16.1,11.6,20.4,0,9,10,1024.9,Shenzhen
27/12/2023,17.6,13.5,21.4,0,23,8.1,1023.8,Shenzhen
28/12/2023,18.6,16.3,23.3,0,49,6.5,1021.9,Shenzhen
29/12/2023,18.4,15.8,21.7,0,61,7.8,1020.7,Shenzhen
30/12/2023,19.6,15.9,24.4,0,4,9.2,1018.1,Shenzhen
31/12/2023,20.6,16.9,24.6,0,32,8.3,1017.6,Shenzhen
1/1/2020,17.2,12.8,23.3,0,51,8.1,1026.5,Guangzhou
2/1/2020,17.7,11.7,22,0,54,5.7,1025.3,Guangzhou
3/1/2020,19.6,11.4,25,0,26,5.1,1023,Guangzhou
4/1/2020,20.6,12,26.3,0,54,5,1020.4,Guangzhou
5/1/2020,21.3,13.4,26.3,0,53,4.4,1020.3,Guangzhou
6/1/2020,22.5,16.1,25.2,0,107,6.3,1018.8,Guangzhou
7/1/2020,22.1,16.8,27.4,0,325,6,1017.1,Guangzhou
8/1/2020,20.8,13.7,27.4,0,32,9.3,1018.7,Guangzhou
9/1/2020,20.4,13.7,27.2,0,56,6.2,1017.7,Guangzhou
10/1/2020,21.4,15.2,25.7,0,116,6.4,1015.6,Guangzhou
11/1/2020,14.5,12,25.7,0,23,12.9,1016.2,Guangzhou
12/1/2020,14.1,9.6,22.9,0.3,354,14.5,1019.1,Guangzhou
13/1/2020,15.6,9.7,19.8,,42,7.4,1018.5,Guangzhou
14/1/2020,16.5,10.7,21.3,0,21,8.9,1019,Guangzhou
15/1/2020,20,11.7,24.1,0,99,9.3,1017.9,Guangzhou
16/1/2020,16.2,9.9,24.8,3.3,1,11.4,1017.8,Guangzhou
17/1/2020,13.1,9.9,24.8,3,347,16.6,1021.7,Guangzhou
18/1/2020,14,10.5,18.3,0,18,9.6,1020.7,Guangzhou
19/1/2020,12.1,10.5,18.3,0,356,13.3,1022.6,Guangzhou
20/1/2020,15.7,10.6,19.1,0,10,6.1,1022.7,Guangzhou
21/1/2020,18.4,11.7,22.1,0,76,6.3,1021.8,Guangzhou
22/1/2020,21,13.9,25.6,0,77,5.2,1019,Guangzhou
23/1/2020,23,16.4,28,0,118,6.1,1016.5,Guangzhou
24/1/2020,21.4,17.2,27.9,0,73,4.9,1017.4,Guangzhou
25/1/2020,13.8,12.7,26,5.6,355,14,1017.3,Guangzhou
26/1/2020,10.2,9.5,20.9,13.2,334,18.5,1017.6,Guangzhou
27/1/2020,9.8,7.2,13.9,0,345,18.7,1018.8,Guangzhou
28/1/2020,11,7,15.4,0,0,16.8,1020.5,Guangzhou
29/1/2020,12.2,4.5,17,0,6,15.1,1022,Guangzhou
30/1/2020,12.6,3.6,19,0,358,14.8,1022.7,Guangzhou
31/1/2020,13.4,3.5,19,0,30,6.2,1022.5,Guangzhou
1/2/2020,15.6,5.1,20.4,0,26,5.3,1022.1,Guangzhou
2/2/2020,16.4,6.3,20.4,0,66,5.8,1021.9,Guangzhou
3/2/2020,13.6,11.6,18.2,12.7,7,8.8,1020.8,Guangzhou
4/2/2020,13.8,11.6,16.6,9.1,353,7.5,1021.2,Guangzhou
5/2/2020,15.6,11.9,17.7,1,9,5.2,1020.9,Guangzhou
6/2/2020,16.6,13,19,0,101,6.2,1019.2,Guangzhou
7/2/2020,16.1,15.2,19,0.5,358,9.4,1021.5,Guangzhou
8/2/2020,15.3,11.8,19,0,12,14,1024.7,Guangzhou
9/2/2020,14.3,11.7,19.2,0,2,12.2,1026.8,Guangzhou
10/2/2020,15.1,12,17.7,0,19,5.3,1023.6,Guangzhou
11/2/2020,16.1,12.6,18.6,2.3,0,4,1020.7,Guangzhou
12/2/2020,18.2,14.6,21.5,0.3,358,2.8,1018.1,Guangzhou
13/2/2020,19.8,15.4,24,11.4,90,6.6,1015,Guangzhou
14/2/2020,20.7,17.6,22,25.7,107,6.4,1012.6,Guangzhou
15/2/2020,15.4,12,21.8,67.6,86,13.1,1013.1,Guangzhou
16/2/2020,9.4,6.3,20.5,1,355,24.2,1023.6,Guangzhou
17/2/2020,11.9,6.2,17,0,2,17.6,1028,Guangzhou
18/2/2020,13.2,5.5,19.1,0,18,8.6,1026.8,Guangzhou
19/2/2020,16.4,5.5,21.2,0,11,5.5,1024.4,Guangzhou
20/2/2020,18.2,7.2,24,0,60,5.3,1024.4,Guangzhou
21/2/2020,19.5,10.7,25.1,0,34,5.8,1026.3,Guangzhou
22/2/2020,21.3,12.2,27.4,0,359,5.6,1025.5,Guangzhou
23/2/2020,20.9,13.2,27.4,0,22,4.8,1024,Guangzhou
24/2/2020,22.2,13.9,26.9,0,143,9,1019.8,Guangzhou
25/2/2020,22.9,15.5,28,0,114,5.4,1017.6,Guangzhou
26/2/2020,23.9,16.4,29,0,339,4.8,1017.7,Guangzhou
27/2/2020,22.6,16.2,29,0,115,6.9,1018.2,Guangzhou
28/2/2020,20.1,16,26.7,0,121,6.4,1017.9,Guangzhou
29/2/2020,23.2,16,28,0,118,7,1014.3,Guangzhou
1/3/2020,22.6,17,27.8,0,36,6.6,1014,Guangzhou
2/3/2020,21.1,18,27.8,0,74,8,1017.1,Guangzhou
3/3/2020,19.8,16.9,22.9,7.6,73,6.9,1017.4,Guangzhou
4/3/2020,15.1,12.9,22.3,9.7,1,12.2,1019,Guangzhou
5/3/2020,17.6,12.8,19.7,0,9,6.8,1019.9,Guangzhou
6/3/2020,19.6,13.4,21,0,123,6.7,1016.8,Guangzhou
7/3/2020,21.2,17.3,22.6,0.5,99,4.3,1013.1,Guangzhou
8/3/2020,23.5,18.6,25,0,141,13.1,1009.4,Guangzhou
9/3/2020,22.3,22.1,27,0.3,143,12.2,1007.2,Guangzhou
10/3/2020,19.3,14.4,25,,1,22.8,1015.3,Guangzhou
11/3/2020,17.5,13,23.8,0,64,7.2,1017.9,Guangzhou
12/3/2020,20.1,14.7,22.3,0,78,4,1014.7,Guangzhou
13/3/2020,20.2,16.7,24.7,8.1,56,7.6,1014.9,Guangzhou
14/3/2020,19.2,14.7,25.4,0.5,2,17.8,1018.6,Guangzhou
15/3/2020,20.1,13.5,25.4,0,17,6.8,1019.3,Guangzhou
16/3/2020,21.3,15.7,24.9,0,111,8.4,1019.1,Guangzhou
17/3/2020,20,17.6,24.9,0,80,6.9,1018.2,Guangzhou
18/3/2020,20.4,18.6,22,9.1,91,6,1015.5,Guangzhou
19/3/2020,19.3,18,22,24.9,46,5.3,1014.6,Guangzhou
20/3/2020,20.4,18,21.2,2,77,4.2,1015,Guangzhou
21/3/2020,22.8,18.2,26,0.3,121,8.5,1014.2,Guangzhou
22/3/2020,25.1,20,29.1,0,167,5.5,1013.2,Guangzhou
23/3/2020,25.2,20,30,0,161,6,1013.2,Guangzhou
24/3/2020,24.5,21.1,30,0,141,7.4,1014.2,Guangzhou
25/3/2020,23.8,20.9,28.5,0.5,143,9.8,1013.3,Guangzhou
26/3/2020,24.1,21,27.7,4.1,133,8.7,1012.5,Guangzhou
27/3/2020,21.7,19.8,28,79.2,84,10.7,1012.4,Guangzhou
28/3/2020,18.3,14.9,27.3,0.3,355,15.4,1014.4,Guangzhou
29/3/2020,16.4,14,22.5,2.8,46,6.8,1013.1,Guangzhou
30/3/2020,13.7,13,20.5,1.3,4,11,1013.4,Guangzhou
31/3/2020,14.6,13,15,1.3,345,8.8,1014.3,Guangzhou
1/4/2020,15.3,13.7,17.2,12.2,9,8.2,1016,Guangzhou
2/4/2020,16.6,13.7,20,0.5,16,5.3,1017.1,Guangzhou
3/4/2020,16.7,15.4,20,16.5,7,10,1017.2,Guangzhou
4/4/2020,16.8,13.7,22.3,9.9,359,11.7,1018.9,Guangzhou
5/4/2020,15.9,13.6,22.3,17.8,3,9.5,1019.8,Guangzhou
6/4/2020,15.2,14,16.8,33.8,359,7.2,1017.4,Guangzhou
7/4/2020,18.8,14.1,22.8,0,357,5.6,1016.1,Guangzhou
8/4/2020,21.3,15.1,25.4,0,22,3.7,1016,Guangzhou
9/4/2020,23.1,15.6,28.8,0,87,5.4,1016.8,Guangzhou
10/4/2020,23.4,15.6,28.8,0,137,7.9,1017.4,Guangzhou
11/4/2020,19,17,27,2.3,28,8.8,1015.3,Guangzhou
12/4/2020,18.2,8.6,24,2.3,347,21.5,1019.2,Guangzhou
13/4/2020,20.1,8.4,24.5,0,352,9.1,1019.7,Guangzhou
14/4/2020,18.4,11.7,24.4,0,313,5.3,1017.3,Guangzhou
15/4/2020,21.9,11.4,27.4,0,217,5.4,1015,Guangzhou
16/4/2020,23.9,14.5,29,0,133,7.8,1013.5,Guangzhou
17/4/2020,24.5,16.8,28.2,0,88,6.4,1014.3,Guangzhou
18/4/2020,24.7,19.2,28.2,0,129,6.9,1013.2,Guangzhou
19/4/2020,27.1,20.8,31,0,145,6.6,1011.8,Guangzhou
20/4/2020,27.5,22.3,31.3,0,149,9,1011.5,Guangzhou
21/4/2020,25.8,19.7,31.3,1.5,142,10.2,1011.1,Guangzhou
22/4/2020,17.9,16.2,29.1,27.4,13,13.9,1014.9,Guangzhou
23/4/2020,18.1,16.2,20,0.3,2,11,1018,Guangzhou
24/4/2020,16.8,14.5,19.8,3,351,12.6,1020.1,Guangzhou
25/4/2020,21.6,14.2,24.4,0.3,336,4.7,1018.3,Guangzhou
26/4/2020,23.5,16.8,28,0,339,7.2,1017.1,Guangzhou
27/4/2020,25.4,17.7,30.8,0,12,5.3,1016.8,Guangzhou
28/4/2020,26.2,17.6,32,0,78,6.8,1016.4,Guangzhou
29/4/2020,26,18.3,31.7,0,151,6.7,1016.4,Guangzhou
30/4/2020,27.1,19.3,31,0,131,7.7,1014.6,Guangzhou
1/5/2020,27.4,20.3,31,0,157,7.8,1011.8,Guangzhou
2/5/2020,27.6,23.4,32,0,147,9.5,1009.6,Guangzhou
3/5/2020,30.1,23.1,34.8,0,184,8.4,1008.6,Guangzhou
4/5/2020,30.2,25,35,0,175,11.6,1008.3,Guangzhou
5/5/2020,30.3,24.5,35,0,152,12.5,1007,Guangzhou
6/5/2020,30.3,24.3,34,0,145,12.8,1007.1,Guangzhou
7/5/2020,29.8,27.1,32,0,141,14.2,1007.2,Guangzhou
8/5/2020,30.4,27.3,33,0,152,14.6,1007.1,Guangzhou
9/5/2020,30.7,27.3,34,0,165,13.1,1007.9,Guangzhou
10/5/2020,26.3,23.3,32.3,23.4,93,8.1,1009.4,Guangzhou
11/5/2020,26.6,22.9,32.2,22.1,352,7,1010.1,Guangzhou
12/5/2020,27.4,22.8,32.4,0,350,8.7,1011,Guangzhou
13/5/2020,27.7,23.4,32,12.2,115,8.5,1011.2,Guangzhou
14/5/2020,27.1,23.2,31.6,2.3,130,11.8,1010.2,Guangzhou
15/5/2020,28.9,24.6,32,0.5,137,12.2,1007.1,Guangzhou
16/5/2020,27.2,22.4,33,33,132,7.6,1007.1,Guangzhou
17/5/2020,26.9,22.7,33,14.5,268,6.5,1005.2,Guangzhou
18/5/2020,27.1,22.5,33,0,103,5.5,1003.8,Guangzhou
19/5/2020,28.2,22.4,32.9,4.1,99,7.2,1004.6,Guangzhou
20/5/2020,27.3,24.7,32.9,88.1,98,9.8,1004.9,Guangzhou
21/5/2020,27.3,24.4,31.2,218.9,113,7.1,1002.5,Guangzhou
22/5/2020,27.2,24.2,30.7,0.8,3,10.5,1003,Guangzhou
23/5/2020,27.6,23.9,30,1.5,59,6,1006.1,Guangzhou
24/5/2020,27.9,23.6,31,0.5,124,6.5,1008.8,Guangzhou
25/5/2020,27.6,24.8,30,5.3,112,8.1,1008.7,Guangzhou
26/5/2020,29.1,25,33.9,2.3,291,8.2,1007,Guangzhou
27/5/2020,26.3,22.9,33.9,9.7,8,10.3,1009,Guangzhou
28/5/2020,27.6,22.9,30.5,1.5,36,5.4,1010,Guangzhou
29/5/2020,27.9,24.2,30,12.2,121,9,1009,Guangzhou
30/5/2020,27.2,24.2,30.6,5.1,141,7.6,1009.6,Guangzhou
31/5/2020,25.8,24,31.6,90.4,61,6.9,1009.9,Guangzhou
1/6/2020,25.7,24.2,31.6,10.7,59,6.5,1009.7,Guangzhou
2/6/2020,26.7,24.5,30.3,1,116,7.5,1008.8,Guangzhou
3/6/2020,26.6,23.7,32,19.6,108,8.6,1007.5,Guangzhou
4/6/2020,30.2,23.7,34,7.6,147,10.4,1006.6,Guangzhou
5/6/2020,27,23.7,35,45.2,147,10,1006.3,Guangzhou
6/6/2020,25.8,23,32.1,31,75,7.3,1006.2,Guangzhou
7/6/2020,26.3,23,28,21.6,101,7.1,1004.6,Guangzhou
8/6/2020,26.1,23.9,28,32.5,89,9.6,1005.2,Guangzhou
9/6/2020,25.6,23.5,30,19.1,110,7,1007.1,Guangzhou
10/6/2020,28.1,23.3,33.1,8.1,79,6,1008,Guangzhou
11/6/2020,30.3,24.9,35,0,141,8.6,1006.5,Guangzhou
12/6/2020,30.9,24.6,34.6,0,145,7.7,1004.7,Guangzhou
13/6/2020,30.2,24.5,34.6,2.8,61,9,1004.3,Guangzhou
14/6/2020,27.2,25,32.6,7.1,102,12,1007.3,Guangzhou
15/6/2020,28.4,23.8,33,30.7,128,10.1,1010,Guangzhou
16/6/2020,28.7,23.8,33,18,161,10.6,1008.5,Guangzhou
17/6/2020,26.9,24,33,11.4,138,9.3,1007.1,Guangzhou
18/6/2020,29.6,24.3,33,0.3,147,9.9,1007.5,Guangzhou
19/6/2020,30.4,26.1,34,0,149,8.9,1008,Guangzhou
20/6/2020,30.9,25.7,34,0,167,8.9,1007.2,Guangzhou
21/6/2020,31.5,26,34,0.3,185,12.9,1005,Guangzhou
22/6/2020,31.8,27.5,35,,161,13.4,1004.9,Guangzhou
23/6/2020,32.1,28.1,35,0,180,12.1,1005.8,Guangzhou
24/6/2020,31.9,28.3,35,0,176,14.1,1005,Guangzhou
25/6/2020,28.2,24,34.1,17.5,154,14.1,1004.8,Guangzhou
26/6/2020,31.4,24.3,35,2.8,149,13.2,1006.1,Guangzhou
27/6/2020,31.2,27.6,35,0,160,13.4,1006.9,Guangzhou
28/6/2020,31.4,26.9,35,0,155,12.3,1006.5,Guangzhou
29/6/2020,31.4,26.2,36,0,161,8.8,1005.2,Guangzhou
30/6/2020,32,26.2,36,0,154,8.6,1003.4,Guangzhou
1/7/2020,29.7,26.4,35.3,0,103,8.9,1003.4,Guangzhou
2/7/2020,28.9,26.1,33.4,4.3,121,10.3,1004.2,Guangzhou
3/7/2020,27.6,26,31,18.5,105,7.4,1007.6,Guangzhou
4/7/2020,27.7,25.4,31.4,18,96,7.1,1008.4,Guangzhou
5/7/2020,29.7,25.3,33,8.4,135,9.5,1006.2,Guangzhou
6/7/2020,30.8,25.4,34,1.8,167,11.7,1005.9,Guangzhou
7/7/2020,31.2,26.5,34.1,0,162,11,1007.9,Guangzhou
8/7/2020,31.1,27.8,34.1,0,192,14.3,1005.7,Guangzhou
9/7/2020,31.6,28.4,34,0,183,16.3,1002.3,Guangzhou
10/7/2020,30.9,28.6,34,0,163,16,1003.9,Guangzhou
11/7/2020,31.3,28.7,36,0,155,17.4,1005.4,Guangzhou
12/7/2020,31.9,26.3,36,0,148,14,1006.4,Guangzhou
13/7/2020,32.4,25.9,37.4,0,158,6.4,1006.9,Guangzhou
14/7/2020,33.5,26,38,0,238,7.2,1005.6,Guangzhou
15/7/2020,32.9,28.1,37,0,188,11.6,1004.5,Guangzhou
16/7/2020,32.5,28,37,0,184,13.5,1005.4,Guangzhou
17/7/2020,32.4,28.3,36,0,172,16.5,1006.9,Guangzhou
18/7/2020,32.2,28,37,0,169,15.5,1006.6,Guangzhou
19/7/2020,31.8,27.8,36,0,166,15.6,1006.3,Guangzhou
20/7/2020,31.7,28.2,36,0,150,13.1,1008.3,Guangzhou
21/7/2020,31.4,25.2,35,0,158,10.3,1009.6,Guangzhou
22/7/2020,30.8,25.2,35.5,0.8,119,8,1008.6,Guangzhou
23/7/2020,32.3,25.9,36,0,150,8.5,1008,Guangzhou
24/7/2020,33.2,25.6,37.7,0,141,7.1,1007.4,Guangzhou
25/7/2020,33.4,26.8,38,0,177,9.9,1005.9,Guangzhou
26/7/2020,32.5,27.7,37.1,0,159,10.9,1005.2,Guangzhou
27/7/2020,32.3,28.3,37,0,178,13.6,1004.9,Guangzhou
28/7/2020,32.6,25.8,38,4.3,171,10.5,1006.4,Guangzhou
29/7/2020,31.6,25.3,38,6.6,152,9.7,1006.4,Guangzhou
30/7/2020,31.2,25.1,37.9,0,72,9.8,1006.7,Guangzhou
31/7/2020,29.4,25.6,35.2,4.6,52,13.4,1005,Guangzhou
1/8/2020,27.9,24.8,33,15.2,71,15.7,1004.5,Guangzhou
2/8/2020,28.1,24.8,32,3.6,77,12.2,1004.4,Guangzhou
